shape_num_regions,shape_region_size_mean,shape_region_size_std,shape_region_size_max,shape_region_size_min,shape_centroid_x,shape_centroid_y,shape_tumor_area_ratio,shape_tumor_area,shape_perimeter,shape_circularity,shape_solidity,intensity_intensity_mean,intensity_intensity_std,intensity_intensity_max,intensity_intensity_min,intensity_intensity_median,intensity_intensity_range,intensity_intensity_iqr,intensity_intensity_energy,intensity_intensity_entropy,intensity_intensity_skewness,intensity_intensity_kurtosis,intensity_intensity_variance,intensity_intensity_sum,intensity_intensity_q1,intensity_intensity_q3,intensity_intensity_rmse,texture_contrast,texture_dissimilarity,texture_homogeneity,texture_asm,texture_energy,texture_correlation,texture_lbp_mean,texture_lbp_std,texture_lbp_hist_entropy
4,8263.75,14311.502810239741,33052,1,0.47152675613427325,0.5535854250499214,0.5043792724532413,33055,830.7249572277069,0.6019113177250149,0.9205854093013637,0.48365757,0.15789835,1.0,0.26180258,0.44206008,0.73819745,0.2274678,8556.503,4.838546606725881,0.7642331,-0.3202474,0.024931887,15987.301,0.36051503,0.58798283,0.50877947,44.20862843125226,2.786423828416445,0.6691046488820724,0.0031763536578771154,0.0563591488391824,0.9862917199994641,4.37195583119044,1.566127259360774,1.6585295828295512
1,34383.0,0.0,34383,34383,0.5003805932437542,0.5378106322528575,0.5246429443279321,34383,808.0559102296829,0.661714740315602,0.8564169624296303,0.58580786,0.14878233,1.0,0.34529147,0.57399106,0.6547085,0.21076232,12560.354,4.807402399045591,0.48819685,-0.43171906,0.02213618,20141.832,0.46636772,0.67713004,0.6044064,50.670324258799745,3.009767462348529,0.6641340156586527,0.003003015203836728,0.05479977375716735,0.9821650948920956,4.300671843643661,1.4854053923250636,1.5998328990108006
1,31486.0,0.0,31486,31486,0.48261181556882427,0.5778566515673633,0.48043823241454414,31486,776.6833262443542,0.6559026588281555,0.9306986299070159,0.518906,0.16373478,1.0,0.2652174,0.4869565,0.7347826,0.2347826,9322.139,4.919179868762167,0.6609948,-0.24200368,0.026809076,16338.273,0.39130434,0.62608695,0.54412544,55.97642903897617,2.966984674856841,0.6651677363286966,0.0027350332387567986,0.05229754524599409,0.9838384994536281,4.347773613669568,1.4694790145820702,1.5840656765970391
10,3485.5,9768.728978224342,32751,1,0.49334085218771945,0.5354800712191994,0.5318450927653222,34855,2417.395215511322,0.07495138020586757,0.7347485138341677,0.63554424,0.15280342,1.0,0.424,0.608,0.576,0.26,14892.336,4.84895124671044,0.43902147,-0.96417475,0.023348887,22151.895,0.5,0.76,0.6536554,84.61947719732503,4.232454179673945,0.6331455795727654,0.002657347055934183,0.05154946222740042,0.9717945286448461,4.086960263950653,1.5246591030704821,1.6011024587130014
5,7217.0,14430.00004158004,36077,1,0.5376353225392909,0.5550069122986945,0.5506134033119109,36085,930.2224307060242,0.5240382148433456,0.8764451568814621,0.51751894,0.13955997,1.0,0.32,0.48444444,0.68,0.15555558,10367.322,4.667905696639507,1.0720805,0.68606496,0.019476984,18674.672,0.42222223,0.5777778,0.5360064,41.191463738806725,2.648873454394516,0.6783063273873854,0.004070724352303523,0.06380222842741093,0.9836382380103067,4.374892614659831,1.5660989760357573,1.6708615764696353
2,16860.0,16859.0,33719,1,0.4548729017764465,0.48135451729736944,0.5145263671796491,33720,892.0214192867279,0.5325334157388694,0.8443192488051501,0.46667734,0.13750449,1.0,0.26754385,0.4385965,0.73245615,0.20175442,7981.363,4.717589610321269,0.81515807,0.4621184,0.018907486,15736.359,0.35526314,0.55701756,0.48651332,35.52044979796871,2.6603828675186945,0.6626031153372062,0.003301274423719971,0.05745671782933629,0.9854462157487419,4.269217081850534,1.3687978565487864,1.4952240130495291
3,11191.333333333334,15800.06551322564,33536,16,0.5051226433906847,0.49800820387046757,0.512298583976558,33574,742.097540140152,0.7661097087124019,0.8811032817414977,0.53507894,0.16039799,1.0,0.30341882,0.5,0.6965812,0.19658118,10476.329,4.847729065293727,0.8593641,-0.04970956,0.025727514,17964.74,0.41452992,0.6111111,0.5586027,65.08217581228176,3.0862819712336798,0.6715415284285046,0.003131783873940893,0.05596234335641149,0.9804170547925946,4.3903020194197895,1.6405888003664606,1.6816706683393388
2,16999.0,16953.0,33952,46,0.5263462480118991,0.5502768614514609,0.5187683105389593,33998,997.1929928064346,0.42964008852623914,0.840785438697181,0.52242583,0.13578083,1.0,0.30638298,0.506383,0.693617,0.19148934,9905.834,4.777497402147578,0.5741028,-0.23474789,0.018436432,17761.434,0.41702127,0.6085106,0.5397826,49.3642103380752,2.9431170009225687,0.6592082054557598,0.0030173887096047506,0.05493076287113397,0.9791703625910559,4.267603976704512,1.4675674804463263,1.56611175516524
1,30954.0,0.0,30954,30954,0.4981807682367384,0.5116599429799057,0.472320556633418,30954,731.7960255146027,0.726351017747948,0.8842357847575668,0.51818174,0.16707541,1.0,0.26431718,0.47577092,0.73568285,0.246696,9175.586,4.887331148037315,0.6535853,-0.54830194,0.02791419,16039.797,0.3876652,0.6343612,0.54445064,45.941075933540006,2.9972002929682007,0.6663533809274054,0.0030100560991051374,0.054863978156028184,0.9872485126345159,4.385604445305938,1.5336612604554114,1.6361646387068032
4,7359.25,12740.244333901135,29426,1,0.4689315996057908,0.5467938908193435,0.4491729736259587,29437,904.7493430376053,0.4519047008572998,0.8908964348135434,0.67257977,0.18505412,1.0,0.33061224,0.68163264,0.66938776,0.32244897,14324.297,5.054102832095386,-0.16179492,-1.1836607,0.03424503,19798.73,0.51836735,0.8408163,0.69757336,99.90902373768262,4.336437758247176,0.6269391684621433,0.002001209987576214,0.044734885576876285,0.9772241063312375,4.1824914223596155,1.489618889247668,1.566265820595814
3,10951.666666666666,8153.361447212364,19554,1,0.39233001399969314,0.446186481985783,0.501327514640788,32855,2674.400266766548,0.057724279615807436,0.6663556803872518,0.62494177,0.14979954,1.0,0.38367346,0.60408163,0.6163266,0.22040814,13568.856,4.881977111933338,0.42013994,-0.78181744,0.022439905,20532.46,0.50612247,0.7265306,0.64264464,41.604267220019025,2.8278314494229972,0.6599989166654427,0.0026017269194584156,0.05100712616349225,0.9855669925550501,4.122021001369655,1.2576694295479438,1.3729278188421663
3,9674.666666666666,13643.862608839512,28970,19,0.5216456409647912,0.4775874018381084,0.44287109374324235,29024,714.8254619836807,0.7137844823327586,0.9280552535355869,0.49336803,0.16794184,1.0,0.23333333,0.45238096,0.76666665,0.22380951,7883.3975,4.811137341684161,0.7376516,-0.3438413,0.028204463,14319.514,0.37142858,0.5952381,0.5211684,48.959255340862946,3.0162059516941584,0.6666589876281931,0.0033058557718428964,0.057496571826874135,0.9865571917483674,4.404802921719956,1.5974950510117079,1.6665354391721419
7,4818.0,11785.721894369839,33687,1,0.5175045501602992,0.5094696442618815,0.5146179199140226,33726,747.2102373838425,0.7590826635112038,0.9664856499844826,0.60222894,0.17751433,1.0,0.3320158,0.5533597,0.6679842,0.21343875,13294.488,4.940315171784255,0.8256797,-0.3645742,0.031511337,20310.773,0.4743083,0.68774706,0.62784636,67.41311915271578,2.722216838711026,0.670762182967499,0.0027378495740211935,0.05232446439306564,0.983450837065974,4.422196524936251,1.6549192561016735,1.7247708343981145
1,22529.0,0.0,22529,22529,0.5157368350237471,0.48694963297305693,0.3437652587838171,22529,564.842707157135,0.887353624117051,1.0035189309129835,0.46755654,0.17126107,1.0,0.17050691,0.41474655,0.8294931,0.19815668,5585.8276,4.79911739220328,0.9953746,0.1933639,0.029330354,10533.581,0.35023043,0.5483871,0.49793518,42.83460505895052,2.9131587448017435,0.6822360843679364,0.0042917976170149695,0.06551181280513438,0.9886988638952532,4.60996937280838,1.7505926388998607,1.757127090197094
8,4826.0,12764.994163727612,38599,1,0.49334149281717143,0.5635853786691365,0.589111328116011,38608,996.8498479127884,0.488233611976493,0.8055080325306592,0.5405526,0.13014324,1.0,0.37288135,0.5,0.62711865,0.17796609,11935.062,4.6105184108797514,0.96383005,0.14790392,0.016937261,20869.656,0.44067797,0.61864406,0.55599856,37.669836724259675,2.489458681957667,0.6816743324425144,0.004190637076090962,0.06473513015427529,0.9828186984855487,4.311101326150021,1.5300752879349346,1.633085368423971
2,18348.5,18345.5,36694,3,0.4800318597727149,0.5190696622744863,0.5599517822180183,36697,996.1635553836823,0.4647069073614345,0.8792017058175998,0.58374506,0.115090884,1.0,0.36708862,0.5907173,0.6329114,0.18565404,12990.897,4.637285986220257,-0.02006758,-0.8208549,0.013245911,21421.693,0.48945147,0.6751055,0.5949826,27.723679947978663,2.420989875163375,0.6700044253627641,0.003452857141787733,0.058761017194971475,0.9836075851236651,4.287434940185846,1.4604554461248742,1.5670021450591245
5,7631.0,15260.0,38151,1,0.5033304131936254,0.5503645259953868,0.5821990966708039,38155,1502.420476436615,0.21241165073192608,0.7908755492747103,0.56605804,0.13284682,1.0,0.39285713,0.53571427,0.60714287,0.16517857,12899.062,4.5942722268442475,0.9819272,0.31050897,0.017648276,21597.945,0.4642857,0.62946427,0.5814379,48.169819978265956,2.772609080189846,0.6713725976071108,0.004023427366415191,0.06343049240243363,0.9788995800203579,4.273253833049404,1.5304797018750615,1.6259174257069235
9,4422.0,9362.780486823583,30468,5,0.47991335171327293,0.46452451137258766,0.6072692871001089,39798,1743.983964085579,0.16443192350276636,1.0101656196202762,0.76367325,0.11485273,1.0,0.5833333,0.74603176,0.4166667,0.16666669,23735.047,4.564003068400116,0.4376702,-0.85296726,0.013191149,30392.668,0.67460316,0.84126985,0.77226156,20.74050847119658,1.8839367252589043,0.7045470190461571,0.004144699050827171,0.06437933714187473,0.9877026944601529,4.378109452736318,1.5747470771790213,1.6548903959701993
1,32736.0,0.0,32736,32736,0.4874637488162879,0.5225951790460044,0.4995117187423781,32736,722.139170050621,0.7888486216880649,0.970214279334631,0.5074927,0.15455674,1.0,0.26956522,0.4695652,0.7304348,0.1608696,9213.111,4.747946974370875,0.96420443,0.2033596,0.023887787,16613.281,0.40869564,0.56956524,0.5305061,60.22530627237384,2.770809665611695,0.6895629142844959,0.0044539177266943895,0.06673767846347661,0.9805060665896742,4.561827956989247,1.726511657685966,1.7637876729250868
6,6313.833333333333,14066.779629285762,37768,1,0.5309664017819318,0.4971307141627833,0.5780487060458672,37883,1942.5941355228424,0.12615082102817157,0.7593153073548472,0.54497236,0.12485142,1.0,0.37333333,0.51555556,0.62666667,0.13777778,11841.57,4.540756223715785,1.2325243,1.2697086,0.0155878775,20645.188,0.45777777,0.59555554,0.559091,42.00823171927823,2.4437097615984014,0.6906212590233689,0.0047198399745403,0.06870109150908958,0.9791684119647929,4.4024496475991866,1.713843880624239,1.769572373827025
33,956.9090909090909,5402.489119721135,31518,1,0.4936973019385748,0.5175858091011486,0.4818420410082727,31578,710.4995609521866,0.7860801988162254,0.9230499407806653,0.7021521,0.15238282,1.0,0.364,0.736,0.63600004,0.22399998,16301.768,4.919731163732781,-0.5241304,-0.6760106,0.023220524,22172.559,0.592,0.816,0.71849716,308.83731813934725,6.969377627456291,0.623451181374112,0.0025253162094869747,0.050252524409097846,0.89533187226787,4.467224016720501,2.4842436966778605,2.1644880317633515
2,10429.5,10187.5,20617,242,0.48520865669108015,0.4863098413930252,0.31828308104983094,20859,592.457930803299,0.7467724942184516,0.9839847158532922,0.48226166,0.1807213,1.0,0.16115703,0.47107437,0.838843,0.26859504,5532.5684,5.119993704202225,0.39553264,-0.38078308,0.032660186,10059.496,0.338843,0.607438,0.5150112,73.06885297146802,3.589664225797408,0.6297866505531982,0.00196174324440918,0.044291570805393435,0.9826379782472371,4.2473752337120665,1.4449573720659938,1.5975246206193066
3,12117.333333333334,17135.082926233208,36350,1,0.4844364683631362,0.5532808201513068,0.5546874999915362,36352,859.5950131416321,0.6182304604359075,0.8949947066278899,0.46661276,0.14991578,1.0,0.28070176,0.4122807,0.71929824,0.18421054,8731.831,4.64723906490926,1.0894473,0.25128508,0.022474743,16962.307,0.35964912,0.54385966,0.4901043,57.402476736854275,2.650732897875146,0.6979593071822209,0.004887659611797549,0.0699117988024736,0.9803250548899106,4.619388204225352,1.9397551561593476,1.8935975704982944
1,29448.0,0.0,29448,29448,0.48857307796794347,0.5719639810004075,0.44934082030564365,29448,739.0264747142792,0.6775567481066697,0.8974765329483885,0.5721374,0.16569047,1.0,0.2734694,0.5632653,0.7265306,0.2489796,10447.988,5.0365467837373075,0.21723452,-0.79752254,0.02745333,16848.303,0.4408163,0.6897959,0.59564626,43.722430209722525,3.2487307041109057,0.6328851409176904,0.0020658790575894385,0.04545194228621521,0.9875958000284089,4.178450149415919,1.2318120486285808,1.3911402094136738
1,33399.0,0.0,33399,33399,0.5007192861313213,0.519502010726369,0.5096282958906613,33399,698.5411933660507,0.8601204713074599,0.9699988382617913,0.6400847,0.1383979,1.0,0.35096154,0.64903843,0.64903843,0.1875,14323.573,4.710778133003273,-0.09874621,-0.53267694,0.019153979,21378.188,0.5432692,0.7307692,0.6548758,62.31139753165913,3.0879113433030336,0.6660948485216814,0.003532947166271876,0.059438599968975346,0.974697496857711,4.4474086050480555,1.6829561740342733,1.7289747787635827
2,15418.0,15417.0,30835,1,0.5016442101102643,0.53094241527485,0.47052001952407047,30836,794.4823161363602,0.6139025411473082,0.9472988955671076,0.49345997,0.18438047,1.0,0.248,0.452,0.752,0.26799998,8556.956,5.031371120567153,0.7830436,-0.23273683,0.03399616,15216.332,0.34,0.608,0.5267816,155.3274068735317,4.567224178606188,0.6299665606740946,0.0022934121506535303,0.04788958290331552,0.9647813208833181,4.283694383188481,1.6540951192045021,1.702128899775719
2,16192.0,15905.0,32097,287,0.41991256484250866,0.5237648767797614,0.4941406249924601,32384,830.423440694809,0.5901211165831999,0.9316857746757862,0.47569007,0.15885477,1.0,0.25339368,0.42533937,0.74660635,0.2126697,8145.0903,4.758606696060474,0.8790423,-0.1737225,0.025234837,15404.747,0.35746607,0.5701358,0.5015136,42.02515840589292,2.80211467441942,0.6743792249460122,0.0036811985632775766,0.060672881613432345,0.9871374775895977,4.45612030632411,1.7219093488579738,1.7646466253380075
167,221.60479041916167,2767.5466317262744,35878,1,0.5040696727451363,0.4764206346856012,0.5646972656163834,37008,917.1929923295975,0.5528203526083031,0.7201821472216673,0.6459064,0.13333268,1.0,0.45381525,0.6184739,0.5461848,0.19678712,16097.467,4.754401218289871,0.6688946,-0.42318773,0.017777603,23903.703,0.53815264,0.73493975,0.65952456,165.23943433942912,5.522081120023062,0.623275299680396,0.002885807505731408,0.05371971245019288,0.9281285165997706,4.175448551664505,2.493472956811451,2.1585413455835747
1,30350.0,0.0,30350,30350,0.49783927100494235,0.5373238004530477,0.46310424803980865,30350,886.5655779838562,0.4852290894548344,0.8858080992080026,0.5268507,0.17680815,1.0,0.26576576,0.4864865,0.7342342,0.23423421,9373.075,4.918324116285962,0.73239577,-0.31609225,0.031261124,15989.918,0.3918919,0.6261261,0.55572724,49.567517566517324,2.9503563161885333,0.6625742056513242,0.002741949019472839,0.05236362305525506,0.9877350870008811,4.321812191103789,1.4747055700273966,1.6023180358034346
1,30387.0,0.0,30387,30387,0.4985572829252641,0.5774233738934412,0.46366882323511255,30387,729.2447276115417,0.7180440603941204,0.9274791685459977,0.47082132,0.16827393,1.0,0.23529412,0.4117647,0.7647059,0.24509805,7596.411,4.728950297058221,0.8338197,-0.29947138,0.028316116,14306.848,0.34313726,0.5882353,0.49998885,43.17467277776071,2.6170304303723384,0.6869025022170417,0.004108980002847766,0.06410132606153922,0.9882346327932569,4.5320038174219235,1.690071225504617,1.74609455725106
19,1851.9473684210527,7736.568105423844,34675,1,0.4882689708002884,0.4816465392934391,0.5369110107339949,35187,1828.9545270204544,0.13218625217621646,0.7538725227476406,0.5787236,0.14196841,1.0,0.37551022,0.5510204,0.6244898,0.20408162,12494.06,4.8075227185236695,0.7224051,-0.22341537,0.02015503,20363.547,0.46530613,0.66938776,0.59588253,56.995831406362015,3.1435166454518013,0.6487991172071582,0.0028955719864470087,0.05381051929174266,0.9781124387444343,4.127376587944411,1.3827668522975658,1.512472251562529
2,16004.0,16003.0,32007,1,0.49871536890367735,0.5247975540506764,0.48840332030504763,32008,708.2985519170761,0.801743955866379,0.9499332244858307,0.5125632,0.16500044,1.0,0.26694915,0.4618644,0.7330508,0.20762709,9280.598,4.863856214457142,0.8554576,-0.13951659,0.027225144,16406.123,0.3983051,0.6059322,0.5384665,51.582238884160695,2.7581287873212292,0.6802224561971963,0.003506470747383327,0.05921546037466336,0.9853395659531199,4.463915271182205,1.62988755239767,1.704378293103092
1,31153.0,0.0,31153,31153,0.5027458982682246,0.5109700510384233,0.4753570556568092,31153,678.1980456113815,0.8511315145304396,0.9946997030238929,0.44883737,0.121644475,1.0,0.22395833,0.43229166,0.7760417,0.125,6736.909,4.437163813155347,1.0731784,1.6499777,0.014797378,13982.631,0.375,0.5,0.4650294,46.58161637928232,2.3492114631638996,0.7109925464658918,0.006175584652007769,0.07858488819110052,0.9756239333931691,4.745481976053671,1.897824397526242,1.9155409198319544
2,17571.5,17551.5,35123,20,0.5027779606667996,0.49560184031830995,0.5362396240152552,35143,829.6955200433731,0.6415214857690376,0.9300780732848993,0.49323574,0.14088397,1.0,0.28444445,0.45333335,0.71555555,0.1777778,9247.169,4.695786311913624,0.98192185,0.32141948,0.01984829,17333.783,0.3911111,0.5688889,0.51296175,49.08679884948366,2.738644979451965,0.6884372908079821,0.004220657513586309,0.06496658767078897,0.9809089946308093,4.59010329226304,1.819489961289769,1.8313146805880907
5,7392.6,14746.72612616102,36886,1,0.4883812201783875,0.5680889048351678,0.5640106201085815,36963,1316.5554708242416,0.26797775973375587,0.7843024921059591,0.5782422,0.13563412,1.0,0.3859649,0.5482456,0.6140351,0.17982456,13039.091,4.677891499643373,0.8248671,-0.034622908,0.018396614,21373.566,0.47368422,0.6535088,0.59393656,47.5348961800168,2.89896901549637,0.6635058775872577,0.003532502579502459,0.059434859968729284,0.9799726536143555,4.2096961826691555,1.4213087733209684,1.5462835969057651
1,28235.0,0.0,28235,28235,0.4878793496546839,0.5416098979546662,0.4308319091731136,28235,660.3990560770035,0.8135509722099549,0.94657793717597,0.49741957,0.17251866,1.0,0.2278481,0.47257385,0.7721519,0.24894512,7826.4287,4.99548362283346,0.55752873,-0.5038543,0.029762685,14044.642,0.3628692,0.6118143,0.5264873,51.963251808870524,3.0866073656539754,0.6570044148436122,0.002465616140728201,0.04965497095687602,0.9864629125850316,4.319674163272534,1.4282016342229977,1.5539438959515652
1,26920.0,0.0,26920,26920,0.5094891983190936,0.4750841614041605,0.41076660155623224,26920,642.4995616674423,0.8194816781883497,0.9863877030948688,0.500991,0.15410155,1.0,0.2160804,0.4924623,0.7839196,0.17587939,7395.982,4.740964560519916,0.60824835,0.36710382,0.02374729,13486.678,0.40201005,0.57788944,0.5241558,76.3159092385657,3.170414168043773,0.6726710670646229,0.0038607553745935324,0.062134977062790746,0.9750585593777377,4.496508172362556,1.6433674132661933,1.6991835383097176
10,3893.9,11655.369847842665,38860,1,0.4699651995946989,0.4983668336657231,0.5941619872956214,38939,1246.7148534059525,0.31481860540403894,0.7533397177176095,0.56390804,0.11829716,1.0,0.40650406,0.53252035,0.59349597,0.1382114,12927.224,4.568925310136744,1.0928764,0.6509714,0.013994219,21958.016,0.4796748,0.6178862,0.5761827,35.344187439924546,2.413734928756237,0.6930816307781572,0.004639919930761155,0.06811695773271995,0.9805006167299869,4.396029687459873,1.6679908071980278,1.7230981120148785
1,28069.0,0.0,28069,28069,0.5037578990612419,0.5368547708325911,0.4282989501887772,28069,649.2691148519516,0.8367338059202077,0.9727434977396773,0.51867,0.15912117,1.0,0.23474178,0.49295774,0.7652582,0.22535208,8261.778,4.853826197665487,0.51268053,-0.20776987,0.025319545,14558.549,0.40375587,0.62910795,0.5425294,75.37205701997,3.125253917233038,0.6754914620013803,0.0031137527474681833,0.05580101027282735,0.9769108346284514,4.474723004025794,1.628565455675642,1.6840897136447732
1,32733.0,0.0,32733,32733,0.4778121944979073,0.5007074282833838,0.4994659423751913,32733,1014.1046797037125,0.3999724708179325,0.8744189773768655,0.57844996,0.15025267,1.0,0.3167421,0.5701358,0.68325794,0.19909504,11691.58,4.827009088335953,0.3909549,-0.44312024,0.022575863,18934.402,0.46606335,0.6651584,0.5976456,63.61196329604219,3.1679160535053357,0.659009601123055,0.0029406906193613475,0.05422813494267849,0.9780487564626514,4.29074634161244,1.4710307327935805,1.5947164202638173
4,7666.75,13213.456178740671,30553,1,0.49786999230844764,0.4860948597519065,0.4679412841725473,30667,710.2985500097275,0.7638345541605405,0.8657736120473223,0.6919061,0.17765461,1.0,0.3611111,0.70238096,0.6388889,0.30158728,15649.221,5.058245148060522,-0.11919622,-1.1697352,0.03156116,21218.684,0.53968257,0.84126985,0.71434945,164.90690459508167,4.712904133122267,0.6374692145257187,0.0020039052233735287,0.044764999981833226,0.9590443830541916,4.221117161769981,1.6922712734666823,1.6955705178803921
